Sample ID	Project ID	Continent of Geolocation	Country of Geolocation	Country-level Human Development Index	Industrialization	Host Sex	Host Age Category	Host Age Decade	Host Age	Age Detail Level	Total Observed Features	Am Prevalence	Ecm Prevalence	Lichenized Prevalence	Plantpathogens Prevalence	Macrofungi Prevalence	Nonresident Prevalence	Am Abundance	Ecm Abundance	Lichenized Abundance	Plantpathogens Abundance	Macrofungi Abundance	Nonresident Abundance	Am Observed Features	Ecm Observed Features	Lichenized Observed Features	Plantpathogens Observed Features	Macrofungi Observed Features	Nonresident Observed Features
SRR5098339	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098341	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098343	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	17	False	False	False	True	False	True	0.0	0.0	0.0	36.0	0.0	5.0	0	0	0	2	0	1
SRR5098346	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098348	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098349	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098351	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098354	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	13	False	False	False	True	True	True	0.0	0.0	0.0	3.0	31.0	31.0	0	0	0	1	1	1
SRR5098355	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	True	False	False	0.0	0.0	0.0	224.0	0.0	0.0	0	0	0	3	0	0
SRR5098356	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	True	False	False	0.0	0.0	0.0	132.0	0.0	0.0	0	0	0	2	0	0
SRR5098357	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098359	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	True	False	False	0.0	0.0	0.0	4.0	0.0	0.0	0	0	0	1	0	0
SRR5098360	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	14	False	False	False	True	False	False	0.0	0.0	0.0	195.0	0.0	0.0	0	0	0	3	0	0
SRR5098361	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	3	False	False	False	True	False	False	0.0	0.0	0.0	387.0	0.0	0.0	0	0	0	2	0	0
SRR5098363	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	15	False	False	False	True	False	False	0.0	0.0	0.0	8.0	0.0	0.0	0	0	0	1	0	0
SRR5098364	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098366	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	10	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098367	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	14	False	False	False	True	False	False	0.0	0.0	0.0	36.0	0.0	0.0	0	0	0	3	0	0
SRR5098368	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	4	False	False	False	True	False	False	0.0	0.0	0.0	88.0	0.0	0.0	0	0	0	1	0	0
SRR5098369	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	15	False	False	False	True	False	False	0.0	0.0	0.0	26.0	0.0	0.0	0	0	0	1	0	0
SRR5098370	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	12	False	False	False	False	True	True	0.0	0.0	0.0	0.0	159.0	159.0	0	0	0	0	2	2
SRR5098371	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	15	False	False	False	True	False	True	0.0	0.0	0.0	24.0	0.0	9.0	0	0	0	2	0	1
SRR5098372	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	False	True	True	0.0	0.0	0.0	0.0	157.0	157.0	0	0	0	0	1	1
SRR5098373	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	9	False	False	False	True	True	True	0.0	0.0	0.0	9.0	86.0	95.0	0	0	0	1	1	2
SRR5098374	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098375	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	False	True	True	0.0	0.0	0.0	0.0	84.0	84.0	0	0	0	0	1	1
SRR5098376	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	True	False	False	0.0	0.0	0.0	892.0	0.0	0.0	0	0	0	2	0	0
SRR5098377	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	10	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098378	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	11	False	False	False	False	True	True	0.0	0.0	0.0	0.0	273.0	273.0	0	0	0	0	2	2
SRR5098379	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098382	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098384	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	10	False	False	False	True	False	False	0.0	0.0	0.0	10.0	0.0	0.0	0	0	0	2	0	0
SRR5098385	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098386	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	True	False	False	0.0	0.0	0.0	2390.0	0.0	0.0	0	0	0	1	0	0
SRR5098388	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	True	False	False	0.0	0.0	0.0	2712.0	0.0	0.0	0	0	0	1	0	0
SRR5098389	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	19	False	False	False	True	True	True	0.0	0.0	0.0	184.0	6.0	33.0	0	0	0	3	1	2
SRR5098390	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	True	False	False	0.0	0.0	0.0	481.0	0.0	0.0	0	0	0	2	0	0
SRR5098392	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098393	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	9	False	False	False	True	True	True	0.0	0.0	0.0	69.0	58.0	58.0	0	0	0	1	1	1
SRR5098394	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	22	False	False	False	True	False	False	0.0	0.0	0.0	212.0	0.0	0.0	0	0	0	2	0	0
SRR5098395	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	16	False	False	False	True	False	False	0.0	0.0	0.0	59.0	0.0	0.0	0	0	0	2	0	0
SRR5098396	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098397	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098398	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098400	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	False	True	True	0.0	0.0	0.0	0.0	60.0	60.0	0	0	0	0	1	1
SRR5098401	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098402	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	True	False	False	0.0	0.0	0.0	672.0	0.0	0.0	0	0	0	1	0	0
SRR5098403	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	13	False	False	False	True	True	True	0.0	0.0	0.0	74.0	13.0	13.0	0	0	0	2	1	1
SRR5098404	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	11	False	False	False	True	False	False	0.0	0.0	0.0	182.0	0.0	0.0	0	0	0	2	0	0
SRR5098406	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	12	False	False	False	False	True	True	0.0	0.0	0.0	0.0	163.0	163.0	0	0	0	0	2	2
SRR5098409	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	16	False	False	False	True	True	True	0.0	0.0	0.0	4.0	6.0	6.0	0	0	0	2	2	2
SRR5098410	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	True	False	False	0.0	0.0	0.0	96.0	0.0	0.0	0	0	0	1	0	0
SRR5098411	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	True	True	True	0.0	0.0	0.0	974.0	137.0	137.0	0	0	0	2	1	1
SRR5098413	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	14	False	False	False	True	True	True	0.0	0.0	0.0	37.0	23.0	23.0	0	0	0	1	1	1
SRR5098415	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	4	False	False	False	False	True	True	0.0	0.0	0.0	0.0	451.0	451.0	0	0	0	0	2	2
SRR5098416	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098420	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	4	False	False	False	True	False	False	0.0	0.0	0.0	129.0	0.0	0.0	0	0	0	1	0	0
SRR5098421	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	19	False	False	False	True	True	True	0.0	0.0	0.0	26.0	3.0	3.0	0	0	0	2	1	1
SRR5098423	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	True	False	False	0.0	0.0	0.0	1378.0	0.0	0.0	0	0	0	2	0	0
SRR5098425	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098426	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	10	False	False	False	True	True	True	0.0	0.0	0.0	12.0	477.0	477.0	0	0	0	1	1	1
SRR5098429	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	True	False	False	0.0	0.0	0.0	153.0	0.0	0.0	0	0	0	1	0	0
SRR5098430	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	True	False	False	0.0	0.0	0.0	1656.0	0.0	0.0	0	0	0	3	0	0
SRR5098431	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	4	False	False	False	True	False	True	0.0	0.0	0.0	818.0	0.0	818.0	0	0	0	1	0	1
SRR5098434	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	15	False	False	False	True	False	False	0.0	0.0	0.0	269.0	0.0	0.0	0	0	0	4	0	0
SRR5098435	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	11	False	False	False	True	True	True	0.0	0.0	0.0	127.0	84.0	84.0	0	0	0	1	1	1
SRR5098436	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098438	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	True	False	False	0.0	0.0	0.0	131.0	0.0	0.0	0	0	0	1	0	0
SRR5098439	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098440	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	12	False	False	False	True	False	False	0.0	0.0	0.0	90.0	0.0	0.0	0	0	0	2	0	0
SRR5098442	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098443	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	18	False	False	False	True	False	False	0.0	0.0	0.0	176.0	0.0	0.0	0	0	0	3	0	0
SRR5098446	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	18	False	False	False	False	True	True	0.0	0.0	0.0	0.0	394.0	394.0	0	0	0	0	3	3
SRR5098447	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098449	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098450	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	15	False	False	False	True	False	True	0.0	0.0	0.0	24.0	0.0	14.0	0	0	0	2	0	1
SRR5098453	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098454	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	9	False	False	False	True	False	True	0.0	0.0	0.0	4.0	0.0	4.0	0	0	0	1	0	1
SRR5098456	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	13	False	False	False	True	True	True	0.0	0.0	0.0	222.0	484.0	484.0	0	0	0	1	2	2
SRR5098457	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	True	False	False	0.0	0.0	0.0	209.0	0.0	0.0	0	0	0	1	0	0
SRR5098458	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	13	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098459	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	True	False	False	0.0	0.0	0.0	62.0	0.0	0.0	0	0	0	1	0	0
SRR5098460	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098461	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	12	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098466	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	13	False	False	False	True	False	False	0.0	0.0	0.0	129.0	0.0	0.0	0	0	0	2	0	0
SRR5098467	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	9	False	False	False	True	True	True	0.0	0.0	0.0	19.0	116.0	116.0	0	0	0	1	1	1
SRR5098469	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	True	False	False	0.0	0.0	0.0	41.0	0.0	0.0	0	0	0	1	0	0
SRR5098470	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	False	True	True	0.0	0.0	0.0	0.0	80.0	80.0	0	0	0	0	1	1
SRR5098471	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	13	False	False	False	False	True	True	0.0	0.0	0.0	0.0	21.0	21.0	0	0	0	0	1	1
SRR5098473	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098474	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	10	False	False	False	True	True	True	0.0	0.0	0.0	63.0	134.0	134.0	0	0	0	1	2	2
SRR5098475	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	True	False	False	0.0	0.0	0.0	149.0	0.0	0.0	0	0	0	1	0	0
SRR5098477	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	17	False	False	False	True	False	False	0.0	0.0	0.0	202.0	0.0	0.0	0	0	0	4	0	0
SRR5098478	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098479	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	14	False	False	False	True	False	False	0.0	0.0	0.0	141.0	0.0	0.0	0	0	0	2	0	0
SRR5098481	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	True	False	False	0.0	0.0	0.0	726.0	0.0	0.0	0	0	0	1	0	0
SRR5098483	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	False	True	True	0.0	0.0	0.0	0.0	360.0	360.0	0	0	0	0	1	1
SRR5098484	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	False	True	True	0.0	0.0	0.0	0.0	236.0	236.0	0	0	0	0	1	1
SRR5098486	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098487	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	True	False	False	0.0	0.0	0.0	874.0	0.0	0.0	0	0	0	2	0	0
SRR5098489	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	14	False	False	False	True	False	False	0.0	0.0	0.0	81.0	0.0	0.0	0	0	0	2	0	0
SRR5098490	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098491	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	18	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1.0	1.0	0	0	0	0	1	1
SRR5098493	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	True	False	True	0.0	0.0	0.0	137.0	0.0	63.0	0	0	0	2	0	1
SRR5098494	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	4	False	False	False	True	False	False	0.0	0.0	0.0	583.0	0.0	0.0	0	0	0	1	0	0
SRR5098495	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	True	True	True	0.0	0.0	0.0	536.0	536.0	536.0	0	0	0	1	1	1
SRR5098496	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	12	False	False	False	True	True	True	0.0	0.0	0.0	417.0	1034.0	1034.0	0	0	0	2	2	2
SRR5098498	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	13	False	False	False	True	True	True	0.0	0.0	0.0	2.0	2.0	2.0	0	0	0	2	1	1
SRR5098499	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	True	True	False	False	0.0	0.0	6.0	12.0	0.0	0.0	0	0	1	2	0	1
SRR5098500	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	16	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
SRR5098501	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	12	False	False	False	True	False	True	0.0	0.0	0.0	128.0	0.0	99.0	0	0	0	2	0	1
SRR5098502	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098503	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	9	False	False	False	True	False	False	0.0	0.0	0.0	9.0	0.0	0.0	0	0	0	1	0	0
SRR5098504	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098506	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	False	True	True	0.0	0.0	0.0	0.0	420.0	420.0	0	0	0	0	2	2
SRR5098507	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1667.0	1667.0	0	0	0	0	1	1
SRR5098510	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098511	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	False	True	True	0.0	0.0	0.0	0.0	9.0	9.0	0	0	0	0	1	1
SRR5098515	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	11	False	False	False	True	False	False	0.0	0.0	0.0	287.0	0.0	0.0	0	0	0	3	0	0
SRR5098516	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	True	True	True	0.0	0.0	0.0	884.0	76.0	76.0	0	0	0	1	1	1
SRR5098517	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	8	False	False	False	False	True	True	0.0	0.0	0.0	0.0	20.0	20.0	0	0	0	0	1	1
SRR5098518	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098520	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	False	True	True	0.0	0.0	0.0	0.0	139.0	139.0	0	0	0	0	1	1
SRR5098521	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	True	False	False	0.0	0.0	0.0	350.0	0.0	0.0	0	0	0	1	0	0
SRR5098523	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	10	False	False	False	True	False	False	0.0	0.0	0.0	70.0	0.0	0.0	0	0	0	1	0	0
SRR5098524	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	16	False	False	False	True	False	False	0.0	0.0	0.0	589.0	0.0	0.0	0	0	0	4	0	0
SRR5098526	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	16	False	False	False	True	False	False	0.0	0.0	0.0	190.0	0.0	0.0	0	0	0	2	0	0
SRR5098527	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098529	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	4	False	False	False	True	False	False	0.0	0.0	0.0	807.0	0.0	0.0	0	0	0	1	0	0
SRR5098531	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	2	False	False	False	True	False	False	0.0	0.0	0.0	426.0	0.0	0.0	0	0	0	1	0	0
SRR5098533	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098534	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	78	False	False	False	True	True	True	0.0	0.0	0.0	444.0	3.0	3.0	0	0	0	8	1	1
SRR5098535	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR5098536	PRJNA356769	Americas	United States of America	0.927	Industrialized	unknown	adult	unknown	unknown	L3	7	False	False	False	True	False	False	0.0	0.0	0.0	98.0	0.0	0.0	0	0	0	1	0	0
